"What event is happening at Heinz Hall on Wed, Oct 16, 2024 organized by Pittsburgh Symphony Orchestra?","There is no Pittsburgh Symphony Orchestra event at Heinz Hall on Wed, Oct 16, 2024 based on the provided documents."
"What event is happening at Heinz Hall on Fri, Nov 29 - Sun, Dec  1, 2024 organized by Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra is having an event at Heinz Hall from Fri, Nov 29 to Sun, Dec 1, 2024. Prices for tickets start from 161."
"What time is the event 'Home Alone' at Heinz Hall organized by Pittsburgh Symphony Orchestra?","The event 'Home Alone' at Heinz Hall organized by Pittsburgh Symphony Orchestra takes place from Fri Nov 22 to Sun Nov 24, 2024."
"Which organization is hosting 'Elvis Christmas Show'?","The Pittsburgh Symphony Orchestra is hosting the 'Elvis Christmas Show'."
"Where is the event 'Highmark Holiday Pops' held?","The Highmark Holiday Pops event is held at Heinz Hall."
"When is the event 'Sensory Friendly Concert: Holiday Pops' scheduled to take place?","The 'Sensory Friendly Concert: Holiday Pops' is scheduled for Dec 16 2023."
"What is the name of the event organized by CECEE / Heinz Hall Presents at Heinz Hall on Sat, Dec 28, 2024?","The event named 'Sal Vulcano' organized by CECEE / Heinz Hall Presents is scheduled at Heinz Hall on Sat, Dec 28, 2024."
"What is the date of the event 'Dvorak's New World'?","The event 'Dvorak's New World' takes place from February 14 to February 16, 2025."
"Which event is happening at Heinz Hall on Sat, Mar 22, 2025?","There is no event happening at Heinz Hall on Sat, Mar 22, 2025, based on the provided documents."
"What time is the event 'PSO Disrupt: Lovestruck' at Heinz Hall organized by Pittsburgh Symphony Orchestra?","The event 'PSO Disrupt: Lovestruck' at Heinz Hall organized by Pittsburgh Symphony Orchestra is on April 12, 2025. The specific time is not mentioned in the provided document."
"What is the address of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra is located at 600 Penn Avenue, Pittsburgh, PA 15222."
"What are the box office hours for the Pittsburgh Symphony Orchestra on weekdays?","The Pittsburgh Symphony Orchestra box office is open on weekdays from 1000 AM to 600 PM, except on Mondays when it is closed for walk-up sales. During performances, the box office is open until 30 minutes after the start of the performance for walk-up sales."
"For how long is the Pittsburgh Symphony Orchestra box office open after the start of the performance?","The Pittsburgh Symphony Orchestra box office is open for walkup sales 30 minutes after the start of the performance."
"What is the note for the Pittsburgh Symphony Orchestra box office on Monday?","The Pittsburgh Symphony Orchestra box office is closed for walkup sales on Monday."
"What are the box office hours for the Pittsburgh Symphony Orchestra on weekdays with performances?","The Pittsburgh Symphony Orchestra box office is open for walkup sales on weekdays with performances from 1000 AM to 30 minutes after the start of the performance."
